"id","submitdate","lastpage","startlanguage","startdate","datestamp","random","Course[CPlan]","Course[CFam]","Course[CJust]","Marche[MPlan]","Marche[MFam]","Marche[MJust]","age","Genre","CSP","CSP[other]","Diplome","Diplome[other]","CapEco","EnvCS[SQ001]","EnvPSubj[SQ001]","EnvPObj","Engagement","autre"
"276","2025-01-18 09:11:13","4","fr","2025-01-18 09:08:16","2025-01-18 09:11:13","1","","","","63","64","70","26","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","60","30","Métropole : plus de 200 000 habitants","4",""
"277","2025-01-18 09:13:28","4","fr","2025-01-18 09:10:33","2025-01-18 09:13:28","1","","","","0","25","75","21","Homme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","30","75","Petite ville : de 5 000 à 20 000 habitants","0",""
"278","2025-01-18 09:15:58","4","fr","2025-01-18 09:12:04","2025-01-18 09:15:58","0","100","100","100","","","","45","Femme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","80","100","Petite ville : de 5 000 à 20 000 habitants","4",""
"280","2025-01-18 09:31:00","4","fr","2025-01-18 09:26:50","2025-01-18 09:31:00","0","75","60","90","","","","22","Femme","Etudiant(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","59","","Grande ville : de 50 000 à 200 000 habitants","5",""
"281","2025-01-18 09:37:49","4","fr","2025-01-18 09:34:01","2025-01-18 09:37:49","1","","","","100","100","100","28","Homme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","25","","Grande ville : de 50 000 à 200 000 habitants","4",""
"282","2025-01-18 09:45:42","4","fr","2025-01-18 09:41:15","2025-01-18 09:45:42","1","","","","50","20","0","43","Femme","Cadres et professions intellectuelles supérieures","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","30 000 - 60 000€","85","87","Ville moyenne : de 20 000 à 50 000 habitants","2","J’ai un tapis de course et je cours 2 fois semaine 5-8 km. J’ai recommencé le sport à 41 ans. Après 20 ans d’arrêt "
"283","2025-01-18 09:50:59","4","fr","2025-01-18 09:49:16","2025-01-18 09:50:59","0","87","70","80","","","","45","Homme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","80","81","Grande ville : de 50 000 à 200 000 habitants","2",""
"284","2025-01-18 10:12:42","4","fr","2025-01-18 10:03:41","2025-01-18 10:12:42","0","0","0","0","","","","56","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","","60","Village : moins de 2 000 habitants","2","Je déteste courir d’où les réponses à vos premières questions. Je ne prends pas de plaisir dans l’exercice d’une activité physique régulière. Cela me coûte beaucoup de le faire et je me force car je constate les bienfaits pour ma santé. "
"285","2025-01-18 10:10:31","4","fr","2025-01-18 10:08:20","2025-01-18 10:10:31","1","","","","100","100","100","58","Femme","Professions intermédiaires","","Bac + 4 (Maîtrise)","","60 000 - 90 000€","0","","Grande ville : de 50 000 à 200 000 habitants","6","Difficile de trouver de l'APA
Frein parfois au coût des cours et la qualification sérieuse ou pas du coach
Infrastructure de mauvaise qualité "
"288","2025-01-18 10:19:36","4","fr","2025-01-18 10:12:21","2025-01-18 10:19:36","0","22","29","71","","","","25","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","29","74","Petite ville : de 5 000 à 20 000 habitants","2","j'ai été baigné dans la pratique du football, une activité qui me passionne. J'ai atteint un certain niveau de compétition qui m'encourage à poursuivre. J'ai aussi conscience qu'il est important d'avoir une activité physique régulière. Ces deux paramètres (plaisir et conscience de la nécessité de pratiquer) sont les moteurs de ma pratique d'activités physiques."
"289","2025-01-18 10:22:06","4","fr","2025-01-18 10:16:44","2025-01-18 10:22:06","1","","","","100","0","100","57","Femme","Cadres et professions intellectuelles supérieures","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","30 000 - 60 000€","66","83","Grande ville : de 50 000 à 200 000 habitants","15","Besoin de faire une activité physique quotidienne plus des séances de course à pied 2 à 3 fois par semaine pour mon équilibre psychologique et émotionnel ( pour celui de mes proches également !)"
"290","2025-01-18 10:23:08","4","fr","2025-01-18 10:19:34","2025-01-18 10:23:08","1","","","","39","71","85","29","Femme","Employé(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","70","","Bourg : de 2 000 à 5 000 habitants","5",""
"293","2025-01-18 10:38:28","4","fr","2025-01-18 10:35:23","2025-01-18 10:38:28","1","","","","50","75","100","43","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","85","90","Bourg : de 2 000 à 5 000 habitants","1",""
"294","2025-01-18 10:44:29","4","fr","2025-01-18 10:41:23","2025-01-18 10:44:29","0","3","6","4","","","","78","Homme","Retraité(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","51","63","Village : moins de 2 000 habitants","1",""
"296","2025-01-18 11:22:39","4","fr","2025-01-18 11:18:05","2025-01-18 11:22:39","0","65","51","81","","","","23","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","71","28","Petite ville : de 5 000 à 20 000 habitants","7","J'ai un bac+5 en staps APA-S, je suis donc déjà sensibilisé."
"298","2025-01-18 11:32:23","4","fr","2025-01-18 11:28:49","2025-01-18 11:32:23","1","","","","0","0","0","75","Homme","Retraité(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","82","65","Grande ville : de 50 000 à 200 000 habitants","3",""
"299","2025-01-18 11:56:03","4","fr","2025-01-18 11:53:19","2025-01-18 11:56:03","0","50","0","75","","","","52","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","35","81","Grande ville : de 50 000 à 200 000 habitants","1",""
"301","2025-01-18 13:17:16","4","fr","2025-01-18 13:10:37","2025-01-18 13:17:16","0","100","100","100","","","","37","Femme","Agriculteurs exploitants / Agricultrices exploitantes","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","100","100","Village : moins de 2 000 habitants","7","Mon activité professionnelle implique de fait une activité physique quotidienne."
"303","2025-01-18 14:13:53","4","fr","2025-01-18 14:11:09","2025-01-18 14:13:53","1","","","","100","100","100","57","Femme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 4 (Maîtrise)","","- de 15 000€","30","100","Petite ville : de 5 000 à 20 000 habitants","5","Je suis enseignante de yoga et APA + je pratique CAP + vélo + natation de façon alternée"
"304","2025-01-18 14:29:19","4","fr","2025-01-18 14:25:30","2025-01-18 14:29:19","1","","","","82","82","72","63","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","90","100","Petite ville : de 5 000 à 20 000 habitants","4",""
"305","2025-01-18 14:32:43","4","fr","2025-01-18 14:28:20","2025-01-18 14:32:43","0","30","64","90","","","","54","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","66","74","Petite ville : de 5 000 à 20 000 habitants","1",""
"307","2025-01-18 14:32:52","4","fr","2025-01-18 14:29:43","2025-01-18 14:32:52","0","87","97","100","","","","43","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","80","54","Village : moins de 2 000 habitants","3",""
"308","2025-01-18 14:54:25","4","fr","2025-01-18 14:51:07","2025-01-18 14:54:25","0","95","95","95","","","","22","Homme","Etudiant(e)s","","Bac + 4 (Maîtrise)","","- de 15 000€","75","85","Petite ville : de 5 000 à 20 000 habitants","10",""
"309","2025-01-18 15:20:16","4","fr","2025-01-18 15:16:42","2025-01-18 15:20:16","1","","","","30","60","70","33","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","36","68","Grande ville : de 50 000 à 200 000 habitants","4",""
"311","2025-01-18 15:29:00","4","fr","2025-01-18 15:25:16","2025-01-18 15:29:00","0","70","80","90","","","","45","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","80","69","Petite ville : de 5 000 à 20 000 habitants","3","Enseignant d’EPS depuis 25 ans et père de 4 enfants de 20 ans  à 1 mois "
"313","2025-01-18 16:29:43","4","fr","2025-01-18 16:26:46","2025-01-18 16:29:43","1","","","","100","100","100","26","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","40","100","Grande ville : de 50 000 à 200 000 habitants","5",""
"314","2025-01-18 16:40:21","4","fr","2025-01-18 16:38:04","2025-01-18 16:40:21","1","","","","31","16","64","53","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","60 000 - 90 000€","","66","Métropole : plus de 200 000 habitants","4",""
"315","2025-01-18 16:59:54","4","fr","2025-01-18 16:53:25","2025-01-18 16:59:54","1","","","","67","100","100","44","Homme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","15 000 - 30 000€","100","100","Petite ville : de 5 000 à 20 000 habitants","8","Je suis sensibilisé car je suis directeur d'une asso sportive et fondateur/responsable d'une maison sport santé."
"319","2025-01-18 17:44:18","4","fr","2025-01-18 17:42:42","2025-01-18 17:44:18","1","","","","100","100","100","41","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","","","Village : moins de 2 000 habitants","4",""
"321","2025-01-18 17:56:02","4","fr","2025-01-18 17:54:06","2025-01-18 17:56:02","0","70","32","50","","","","30","Femme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","60 000 - 90 000€","72","59","Village : moins de 2 000 habitants","7",""
"324","2025-01-18 18:35:35","4","fr","2025-01-18 18:32:56","2025-01-18 18:35:35","0","80","100","100","","","","23","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","","81","Petite ville : de 5 000 à 20 000 habitants","6",""
"325","2025-01-18 18:45:59","4","fr","2025-01-18 18:42:25","2025-01-18 18:45:59","1","","","","84","100","50","58","Homme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","+ de 90 000 €","79","100","Ville moyenne : de 20 000 à 50 000 habitants","4",""
"329","2025-01-18 20:58:59","4","fr","2025-01-18 20:56:53","2025-01-18 20:58:59","1","","","","79","86","100","21","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","44","82","Métropole : plus de 200 000 habitants","4",""
"330","2025-01-18 21:06:29","4","fr","2025-01-18 21:00:20","2025-01-18 21:06:29","0","90","80","100","","","","52","Femme","Professions intermédiaires","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","73","81","Petite ville : de 5 000 à 20 000 habitants","3",""
"331","2025-01-18 21:13:56","4","fr","2025-01-18 21:06:53","2025-01-18 21:13:56","0","94","74","45","","","","55","Femme","Employé(e)s","","Bac (Baccalauréat, DAEU, Capacité en droit, DSP)","","15 000 - 30 000€","100","70","Petite ville : de 5 000 à 20 000 habitants","6","Va travailler en velo
 Et court à peu près toutes les semaines"
"332","2025-01-18 21:13:41","4","fr","2025-01-18 21:10:39","2025-01-18 21:13:41","0","71","74","83","","","","44","Femme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","79","87","Petite ville : de 5 000 à 20 000 habitants","3",""
"334","2025-01-18 22:20:03","4","fr","2025-01-18 22:15:49","2025-01-18 22:20:03","0","50","90","70","","","","52","Femme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","60","91","Métropole : plus de 200 000 habitants","4",""
"335","2025-01-18 22:43:28","4","fr","2025-01-18 22:34:55","2025-01-18 22:43:28","1","","","","68","74","94","56","Homme","Employé(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","15 000 - 30 000€","80","100","Petite ville : de 5 000 à 20 000 habitants","5","Je vais au travail en vélo, surtout pour des raisons écologiques "
"336","2025-01-18 23:01:03","4","fr","2025-01-18 22:54:46","2025-01-18 23:01:03","1","","","","100","100","100","32","Homme","Etudiant(e)s","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","- de 15 000€","30","100","Je ne sais pas","2","Pour l'activité physique c'est le plaisir et la santé "
"337","2025-01-18 23:02:27","4","fr","2025-01-18 22:59:07","2025-01-18 23:02:27","0","88","43","4","","","","55","Homme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","30 000 - 60 000€","2","98","Grande ville : de 50 000 à 200 000 habitants","7","je pratique en salle 2h par jour"
"338","2025-01-18 23:18:54","4","fr","2025-01-18 23:08:17","2025-01-18 23:18:54","0","66","73","79","","","","24","Femme","Professions intermédiaires","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","- de 15 000€","91","100","Petite ville : de 5 000 à 20 000 habitants","7",""
"339","2025-01-18 23:39:04","4","fr","2025-01-18 23:33:45","2025-01-18 23:39:04","1","","","","80","80","80","48","Femme","Employé(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","15 000 - 30 000€","90","80","Grande ville : de 50 000 à 200 000 habitants","18",""
"340","2025-01-18 23:38:41","4","fr","2025-01-18 23:35:17","2025-01-18 23:38:41","0","46","77","100","","","","20","Femme","Etudiant(e)s","","Bac + 2 (DEUG, BTS, DUT, DEUST)","","- de 15 000€","60","100","Métropole : plus de 200 000 habitants","7",""
"341","2025-01-19 00:31:45","4","fr","2025-01-19 00:26:54","2025-01-19 00:31:45","1","","","","100","100","100","50","Homme","Artisans / Artisanes, commerçants / commerçantes et chefs / cheffes d’entreprise","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","70","","Petite ville : de 5 000 à 20 000 habitants","5","Je suis praticien en Activité Physique Adaptée et chaque jour j’œuvre pour rendre l’activité physique agréable et régulière à mes parents avec pour objectif majeur l’amélioration de leur qualité de vie."
"342","2025-01-19 06:26:41","4","fr","2025-01-19 06:22:00","2025-01-19 06:26:41","1","","","","50","67","33","47","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","85","98","Bourg : de 2 000 à 5 000 habitants","5",""
"343","2025-01-19 06:29:46","4","fr","2025-01-19 06:24:19","2025-01-19 06:29:46","0","82","32","66","","","","19","Femme","Etudiant(e)s","","Bac + 3 (Licence, Licence LMD, licence professionnelle, BUT)","","- de 15 000€","89","78","Petite ville : de 5 000 à 20 000 habitants","1",""
"344","2025-01-19 07:31:05","4","fr","2025-01-19 07:28:28","2025-01-19 07:31:05","0","100","50","80","","","","55","Femme","Cadres et professions intellectuelles supérieures","","Bac + 4 (Maîtrise)","","30 000 - 60 000€","","100","Ville moyenne : de 20 000 à 50 000 habitants","4",""
"347","2025-01-19 08:32:11","4","fr","2025-01-19 08:28:39","2025-01-19 08:32:11","0","72","75","73","","","","38","Homme","Cadres et professions intellectuelles supérieures","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","61","70","Métropole : plus de 200 000 habitants","4","Je travaille dans le secteur sportif "
"349","2025-01-19 09:56:10","4","fr","2025-01-19 09:49:28","2025-01-19 09:56:10","1","","","","60","90","60","34","Homme","Cadres et professions intellectuelles supérieures","","Bac + 8 (Doctorat, habilitation à diriger des recherches)","","15 000 - 30 000€","75","100","Petite ville : de 5 000 à 20 000 habitants","2",""
"350","2025-01-19 10:10:30","4","fr","2025-01-19 10:08:32","2025-01-19 10:10:30","1","","","","100","100","100","28","Homme","Professions intermédiaires","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","15 000 - 30 000€","64","100","Métropole : plus de 200 000 habitants","5",""
"351","2025-01-19 10:18:57","4","fr","2025-01-19 10:10:59","2025-01-19 10:18:57","0","81","82","60","","","","53","Femme","Employé(e)s","","Bac + 5 (Master, DEA, DESS, diplôme d'ingénieur)","","30 000 - 60 000€","75","80","Métropole : plus de 200 000 habitants","4","Ancienne athlète de haut niveau en voile"
